disease id	disease label	genes	phenotypes	labels
MONDO:0008303	familial male-limited precocious puberty	1	12	LHCGR
MONDO:0013394	porencephaly-microcephaly-bilateral congenital cataract syndrome	1	12	JAM3
MONDO:0014285	anemia, congenital dyserythropoietic, type IB	1	12	C15orf41
MONDO:0020503	resistance to thyrotropin-releasing hormone syndrome	1	12	TRHR
MONDO:0014089	corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome	1	12	NLRP1
MONDO:0014850	retinitis pigmentosa and erythrocytic microcytosis; RPEM	1	12	TRNT1
MONDO:0014282	hereditary spastic paraplegia 72	1	12	REEP2
MONDO:0007589	exudative vitreoretinopathy 1	1	12	FZD4
MONDO:0013944	autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation	1	12	PLCG2
MONDO:0012544	brachydactyly-syndactyly syndrome	1	12	HOXD13
MONDO:0013626	psoriasis 14, pustular	1	12	IL36RN
MONDO:0009168	fowler syndrome	1	12	FLVCR2
MONDO:0013861	amyotrophic lateral sclerosis type 17	1	12	CHMP2B
MONDO:0014414	STAT3-related early-onset multisystem autoimmune disease	1	12	STAT3
MONDO:0012193	autosomal dominant limb-girdle muscular dystrophy type 1G	1	11	HNRNPDL
MONDO:0009441	autosomal recessive congenital ichthyosis 1	1	11	TGM1
MONDO:0013642	holoprosencephaly 11	1	11	CDON
MONDO:0012238	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2	1	11	SLC25A4
MONDO:0014718	epileptic encephalopathy, early infantile, 34; EIEE34	1	11	SLC12A5
MONDO:0013816	palmoplantar keratoderma, mutilating, with periorificial keratotic plaques	1	11	TRPV3
MONDO:0019192	AKT2-related familial partial lipodystrophy	1	11	AKT2
MONDO:0014260	immunodeficiency, common variable, 10	1	11	NFKB2
MONDO:0008765	Leber congenital amaurosis 2	1	11	RPE65
MONDO:0011403	left ventricular noncompaction 1	1	11	DTNA
MONDO:0011329	cerebral palsy, spastic quadriplegic, 1	1	11	GAD1
MONDO:0011177	ectodermal dysplasia 4, hair/nail type	1	11	KRT85
MONDO:0012019	spondyloepiphyseal dysplasia, Kimberley type	1	11	ACAN
MONDO:0010830	neuronal ceroid lipofuscinosis 8	1	11	CLN8
MONDO:0011732	familial digital arthropathy-brachydactyly	1	11	TRPV4
MONDO:0009805	osteogenesis imperfecta type 9	1	11	PPIB
MONDO:0013358	Seckel syndrome 4	1	11	CENPJ
MONDO:0014304	hereditary spastic paraplegia 61	1	11	ARL6IP1
MONDO:0010452	intellectual disability, X-linked 90	1	11	DLG3
MONDO:0011928	caudal duplication	1	11	AXIN1
MONDO:0013900	alternating hemiplegia of childhood 2	1	11	ATP1A3
MONDO:0010447	intellectual disability, X-linked 19	1	11	RPS6KA3
MONDO:0007601	familial Mediterranean fever, autosomal dominant	1	11	MEFV
MONDO:0013565	Fanconi anemia complementation group G	1	11	FANCG
MONDO:0013391	leukoencephalopathy-dystonia-motor neuropathy syndrome	1	11	SCP2
MONDO:0013452	multisystemic smooth muscle dysfunction syndrome	1	11	ACTA2
MONDO:0009008	heart defect-tongue hamartoma-polysyndactyly syndrome	1	11	WDPCP
MONDO:0014856	combined oxidative phosphorylation defect type 30	1	11	TRMT10C
MONDO:0014436	Bardet-Biedl syndrome 8	1	11	TTC8
MONDO:0010351	Fanconi anemia complementation group b	1	11	FANCB
MONDO:0007077	Tietz syndrome	1	11	MITF
MONDO:0011584	Fanconi anemia complementation group D1	1	11	BRCA2
MONDO:0011245	ichthyosis, hystrix-like, with deafness	1	11	GJB2
MONDO:0011914	hypotrichosis-lymphedema-telangiectasia syndrome	1	11	SOX18
MONDO:0014432	Bardet-Biedl syndrome 2	1	11	BBS2
MONDO:0011966	periventricular heterotopia with microcephaly, autosomal recessive	1	11	ARFGEF2
MONDO:0013434	primary ciliary dyskinesia 14	1	11	CCDC39
MONDO:0011258	branchiootic syndrome 1	1	11	EYA1
MONDO:0012017	Parkes Weber syndrome	1	11	RASA1
MONDO:0014659	fever-associated acute infantile liver failure syndrome	1	11	NBAS
MONDO:0013967	peroxisome biogenesis disorder 14B	1	11	PEX11B
MONDO:0013940	primary ciliary dyskinesia 18	1	11	DNAAF5
MONDO:0012802	oculoauricular syndrome	1	11	HMX1
MONDO:0014192	primary ciliary dyskinesia 22	1	11	ZMYND10
MONDO:0044329	osteogenesis imperfecta, type 18	1	11	TENT5A
MONDO:0013231	Leber congenital amaurosis 14	1	11	LRAT
MONDO:0011106	facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	1	11	ASPH
MONDO:0014040	autosomal recessive osteopetrosis 8	1	11	SNX10
MONDO:0010508	intellectual disability, X-linked 103; MRX103	1	11	KLHL15
MONDO:0011613	autosomal recessive early-onset Parkinson disease 6	1	11	PINK1
MONDO:0014525	combined oxidative phosphorylation defect type 23	1	11	GTPBP3
MONDO:0014598	epileptic encephalopathy, early infantile, 31	1	11	DNM1
MONDO:0011930	epilepsy, familial adult myoclonic, 2	1	11	ADRA2B
MONDO:0010359	Dent disease type 2	1	11	OCRL
MONDO:0014848	TELO2-related intellectual disability-neurodevelopmental disorder	1	11	TELO2
MONDO:0014595	epileptic encephalopathy, early infantile, 30	1	11	SIK1
MONDO:0013549	N-acetylaspartate deficiency	1	11	NAT8L
MONDO:0013220	hemochromatosis type 2B	1	11	HAMP
MONDO:0014199	epileptic encephalopathy, early infantile, 17	1	11	GNAO1
MONDO:0008026	autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures	1	11	DYNC1H1
MONDO:0014076	dyskeratosis congenita, autosomal recessive 5	1	11	RTEL1
MONDO:0014326	nemaline myopathy 9	1	11	KLHL41
MONDO:0013247	Fanconi renotubular syndrome 2	1	11	SLC34A1
MONDO:0014174	renal-hepatic-pancreatic dysplasia 2	1	11	NEK8
MONDO:0018568	COG2-CDG	1	11	COG2
MONDO:0014600	dyskeratosis congenita, autosomal recessive 6	1	11	PARN
MONDO:0014407	megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2	1	11	AKT3
MONDO:0013519	dyskeratosis congenita, autosomal recessive 2	1	11	NHP2
MONDO:0015026	cerebroretinal microangiopathy with calcifications and cysts 2;	1	11	STN1
MONDO:0014943	mitochondrial DNA depletion syndrome 15 (hepatocerebral type);	1	11	TFAM
MONDO:0014950	aortic aneurysm, familial thoracic 10	1	11	LOX
MONDO:0011025	Cayman type cerebellar ataxia	1	11	ATCAY
MONDO:0014922	myofibrillar myopathy 7	1	11	KY
MONDO:0014458	Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young	1	11	HNF4A
MONDO:0009353	homocystinuria due to methylene tetrahydrofolate reductase deficiency	1	11	MTHFR
MONDO:0010743	X-linked thrombocytopenia with normal platelets	1	11	HGNC:12731
MONDO:0012096	Charcot-Marie-tooth disease axonal type 2L	1	11	HSPB8
MONDO:0016487	beta-thalassemia intermedia	1	11	HBB
MONDO:0013910	hypogonadotropic hypogonadism 8 with or without anosmia	1	11	KISS1R
MONDO:0011196	amyotrophic lateral sclerosis type 5	1	11	SPG11
MONDO:0012721	progressive myoclonic epilepsy type 3	1	11	KCTD7
MONDO:0011895	idiopathic hypereosinophilic syndrome	1	11	PDGFRA
MONDO:0009883	alpha-2-plasmin inhibitor deficiency	1	11	SERPINF2
MONDO:0020483	acetazolamide-responsive myotonia	1	11	SCN4A
MONDO:0014297	Joubert syndrome 22	1	11	PDE6D
MONDO:0013351	infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	1	11	MED17
MONDO:0011405	poikiloderma with neutropenia	1	11	USB1
MONDO:0007402	creatine phosphokinase, elevated serum	1	11	CAV3
MONDO:0011398	dystrophic epidermolysis bullosa pruriginosa	1	11	COL7A1
MONDO:0013837	deafness-encephaloneuropathy-obesity-valvulopathy syndrome	1	11	PDSS1
MONDO:0014261	growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	1	11	SFXN4
MONDO:0013069	autosomal recessive optic atrophy, OPA7 type	1	11	TMEM126A
MONDO:0014962	intellectual disability, autosomal recessive 57; MRT57	1	11	MBOAT7
MONDO:0014324	pachyonychia congenita 3	1	11	KRT6A
MONDO:0011066	Charcot-Marie-tooth disease type 4B1	1	11	MTMR2
MONDO:0014947	epileptic encephalopathy, early infantile, 46; EIEE46	1	11	GRIN2D
MONDO:0013353	intellectual disability, anterior maxillary protrusion, and strabismus	1	11	SOBP
MONDO:0007319	familial calcium pyrophosphate deposition	1	11	ANKH
MONDO:0007173	atrial heart septal defect 7	1	11	NKX2-5
MONDO:0011674	Charcot-Marie-tooth disease dominant intermediate b	1	11	DNM2
MONDO:0014116	complex cortical dysplasia with other brain malformations 2	1	11	KIF5C
MONDO:0009377	hyperammonemia due to N-acetylglutamate synthase deficiency	1	11	NAGS
MONDO:0044325	fanconi anemia, complementation group W	1	11	RFWD3
MONDO:0014472	periodic fever-infantile enterocolitis-autoinflammatory syndrome	1	11	NLRC4
MONDO:0010569	X-linked complicated corpus callosum dysgenesis	1	11	L1CAM
MONDO:0011534	Charcot-Marie-tooth disease type 4G	1	11	HK1
MONDO:0011798	hypoprebetalipoproteinemia, acanthocytosis, retinitis pigmentosa, and pallidal degeneration	1	11	PANK2
MONDO:0012855	Joubert syndrome 8	1	11	ARL13B
MONDO:0010206	hypotrichosis 8	1	11	LPAR6
MONDO:0008689	dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema	1	11	PIEZO1
MONDO:0014760	TFRC-related combined immunodeficiency	1	11	TFRC
MONDO:0014874	pontocerebellar hypoplasia, type 2F; PCH2F	1	11	TSEN15
MONDO:0013047	glycogen storage disease due to lactate dehydrogenase M-subunit deficiency	1	11	LDHA
MONDO:0007868	hyperekplexia 1	1	11	GLRA1
MONDO:0014790	TMEM199-CDG	1	11	TMEM199
MONDO:0014310	hereditary sclerosing poikiloderma with tendon and pulmonary involvement	1	11	FAM111B
MONDO:0013382	progressive demyelinating neuropathy with bilateral striatal necrosis	1	11	SLC25A19
MONDO:0007117	angioedema, hereditary, type 1/2	1	11	SERPING1
MONDO:0014329	atrial standstill 2	1	11	NPPA
MONDO:0014881	transketolase deficiency	1	11	TKT
MONDO:0012165	BNAR syndrome	1	11	FREM1
MONDO:0009622	Jawad syndrome	1	11	RBBP8
MONDO:0011804	autoimmune lymphoproliferative syndrome type 2B	1	11	CASP8
MONDO:0008788	IRIDA syndrome	1	11	TMPRSS6
MONDO:0011214	progressive familial intrahepatic cholestasis type 3	1	11	ABCB4
MONDO:0024545	Miyoshi muscular dystrophy 1	1	10	DYSF
MONDO:0014809	DDX41-related hematologic malignancy predisposition syndrome	1	10	DDX41
MONDO:0014891	hyperuricemic nephropathy, familial juvenile type 4	1	10	SEC61A1
MONDO:0014035	severe intellectual disability-progressive spastic diplegia syndrome	1	10	CTNNB1
MONDO:0033362	epileptic encephalopathy, early infantile, 53	1	10	SYNJ1
MONDO:0007126	spondyloarthropathy, susceptibility to, 1	1	10	HLA-B
MONDO:0014572	Lichtenstein-Knorr syndrome	1	10	SLC9A1
MONDO:0011585	autosomal recessive distal spinal muscular atrophy 2	1	10	SIGMAR1
MONDO:0024536	glucocorticoid deficiency 1	1	10	MC2R
MONDO:0014497	polyendocrine-polyneuropathy syndrome	1	10	DMXL2
MONDO:0012369	SLEB6	1	10	ITGAM
MONDO:0012724	familial cold autoinflammatory syndrome 2	1	10	NLRP12
MONDO:0013337	neuropathy, hereditary sensory and autonomic, type 1C	1	10	SPTLC2
MONDO:0015241	arthrogryposis-like syndrome	1	10	FKBP10
MONDO:0014115	hypomyelination with brain stem and spinal cord involvement and leg spasticity	1	10	DARS
MONDO:0014211	primary ciliary dyskinesia 26	1	10	CFAP298
MONDO:0013243	neuronopathy, distal hereditary motor, type 2C	1	10	HSPB3
MONDO:0010503	Bartter disease type 5	1	10	MAGED2
MONDO:0012276	generalized epilepsy-paroxysmal dyskinesia syndrome	1	10	KCNMA1
MONDO:0013212	Charcot-Marie-tooth disease axonal type 2N	1	10	AARS
MONDO:0008275	familial expansile osteolysis	1	10	TNFRSF11A
MONDO:0007420	autosomal dominant deafness-onychodystrophy syndrome	1	10	ATP6V1B2
MONDO:0011953	familial acute necrotizing encephalopathy	1	10	RANBP2
MONDO:0014465	primary ciliary dyskinesia 30	1	10	CCDC151
MONDO:0007792	familial hypocalciuric hypercalcemia 2	1	10	GNA11
MONDO:0007671	fibronectin glomerulopathy	1	10	FN1
MONDO:0014690	dyskeratosis congenita, autosomal dominant 6	1	10	ACD
MONDO:0014581	congenital myasthenic syndrome 2A	1	10	CHRNB1
MONDO:0009229	hyaline fibromatosis syndrome	1	10	ANTXR2
MONDO:0008557	Paris-Trousseau thrombocytopenia	1	10	FLI1
MONDO:0013880	facial paresis, hereditary congenital, 3	1	10	HOXB1
MONDO:0010654	Partington syndrome	1	10	ARX
MONDO:0014619	trichothiodystrophy 3, photosensitive	1	10	GTF2H5
MONDO:0010938	T-B+ severe combined immunodeficiency due to JAK3 deficiency	1	10	JAK3
MONDO:0014374	nephronophthisis 18	1	10	CEP83
MONDO:0014887	bone marrow failure syndrome 3; BMFS3	1	10	DNAJC21
MONDO:0013381	neuropathy, hereditary sensory, type 1D	1	10	ATL1
MONDO:0013950	peroxisome biogenesis disorder 11B	1	10	PEX13
MONDO:0014065	mitochondrial complex III deficiency nuclear type 4	1	10	UQCRQ
MONDO:0011889	Charcot-Marie-tooth disease type 2I	1	10	MPZ
MONDO:0024456	anterior segment dysgenesis 3	1	10	FOXC1
MONDO:0007903	Li-Fraumeni syndrome 1	1	10	TP53
MONDO:0013274	retinitis pigmentosa 51	1	10	TTC8
MONDO:0010831	familial caudal dysgenesis	1	10	VANGL1
MONDO:0011876	juvenile absence epilepsy	1	10	EFHC1
MONDO:0014953	intellectual developmental disorder with cardiac arrhythmia; IDDCA	1	10	GNB5
MONDO:0008087	hereditary neuropathy with liability to pressure palsies	1	10	PMP22
MONDO:0009466	neuronal intestinal pseudoobstruction	1	10	FLNA
MONDO:0011137	retinitis pigmentosa 19	1	10	ABCA4
MONDO:0014030	primary ciliary dyskinesia 20	1	10	CCDC114
MONDO:0013917	nephronophthisis 15	1	10	CEP164
MONDO:0007700	hawkinsinuria	1	10	HPD
MONDO:0013334	cocoon syndrome	1	10	CHUK
MONDO:0014726	Charcot-Marie-tooth disease axonal type 2X	1	10	SPG11
MONDO:0014320	optic atrophy-intellectual disability syndrome	1	10	NR2F1
MONDO:0008927	colobomatous optic disc-macular atrophy-chorioretinopathy syndrome	1	10	SIX6
MONDO:0014666	hypomyelinating leukodystrophy 11	1	10	POLR1C
MONDO:0011601	neonatal intrahepatic cholestasis due to citrin deficiency	1	10	SLC25A13
MONDO:0014615	trichothiodystrophy 2, photosensitive	1	10	ERCC3
MONDO:0014212	sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	1	10	GPHN
MONDO:0015017	anterior segment dysgenesis 8	1	10	CPAMD8
MONDO:0014019	dystonia 24	1	10	ANO3
MONDO:0012381	hyperinsulinism due to INSR deficiency	1	10	INSR
MONDO:0010659	FRAXE intellectual disability	1	10	AFF2
MONDO:0014493	autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	1	10	CTLA4
MONDO:0019676	brachydactyly type B	1	10	ROR2
MONDO:0013899	Weill-Marchesani syndrome 3	1	10	LTBP2
MONDO:0024548	peeling skin syndrome 1	1	10	CDSN
MONDO:0009872	Bjornstad syndrome	1	10	BCS1L
MONDO:0009415	hypoglycemia, leucine-induced	1	10	ABCC8
MONDO:0013590	Stickler syndrome, type 4	1	10	COL9A1
MONDO:0009992	myoglobinuria, acute recurrent, autosomal recessive	1	10	LPIN1
MONDO:0012479	congenital malabsorptive diarrhea 4	1	10	NEUROG3
MONDO:0012695	Meckel syndrome, type 5	1	10	RPGRIP1L
MONDO:0014392	epileptic encephalopathy, early infantile, 25	1	10	SLC13A5
MONDO:0007798	adult hypophosphatasia	1	10	ALPL
MONDO:0013527	lissencephaly 4	1	10	NDE1
MONDO:0042490	neutropenia, severe congenital, 1, autosomal dominant	1	10	ELANE
MONDO:0008391	Robinow-Sorauf syndrome	1	10	TWIST1
MONDO:0011413	cataract 9 multiple types	1	10	CRYAA
MONDO:0007097	Finnish type amyloidosis	1	10	GSN
MONDO:0009025	apparent mineralocorticoid excess	1	10	HSD11B2
MONDO:0014118	congenital neutropenia-myelofibrosis-nephromegaly syndrome	1	10	VPS45
MONDO:0013702	intellectual disability, autosomal recessive 27	1	10	LINS1
MONDO:0014099	nephrotic syndrome, type 8	1	10	ARHGDIA
MONDO:0007378	posterior polymorphous corneal dystrophy 1	1	10	OVOL2
MONDO:0012925	Diamond-Blackfan anemia 5	1	10	RPL35A
MONDO:0007930	Bernard-Soulier syndrome, type A2, autosomal dominant	1	10	GP1BA
MONDO:0008846	atransferrinemia	1	10	TF
MONDO:0011882	skin fragility-woolly hair-palmoplantar keratoderma syndrome	1	10	DSP
MONDO:0013761	childhood encephalopathy due to thiamine pyrophosphokinase deficiency	1	10	TPK1
MONDO:0019263	autosomal erythropoietic protoporphyria	1	10	FECH
MONDO:0014054	lymphoproliferative syndrome 2	1	10	CD27
MONDO:0014766	leukodystrophy and acquired microcephaly with or without dystonia;	1	10	PLEKHG2
MONDO:0010246	early infantile epileptic encephalopathy 9	1	10	PCDH19
MONDO:0011396	keratoderma hereditarium mutilans with ichthyosis	1	10	LOR
MONDO:0014588	congenital myasthenic syndrome 11	1	10	RAPSN
MONDO:0008828	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	1	10	PRG4
MONDO:0014250	familial hyperprolactinemia	1	10	PRLR
MONDO:0014563	mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency	1	10	ECHS1
MONDO:0013042	atypical hemolytic-uremic syndrome with B factor anomaly	1	10	CFB
MONDO:0013681	alpha-methylacyl-CoA racemase deficiency	1	10	AMACR
MONDO:0014341	complex cortical dysplasia with other brain malformations 6	1	10	TUBB
MONDO:0013526	progressive myoclonic epilepsy type 6	1	10	GOSR2
MONDO:0014003	epileptic encephalopathy, early infantile, 15	1	10	ST3GAL3
MONDO:0010618	familial isolated hypoparathyroidism due to agenesis of parathyroid gland	1	10	GCM2
MONDO:0012120	pyruvate dehydrogenase phosphatase deficiency	1	10	PDP1
MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	1	10	SGCA
MONDO:0009340	non-spherocytic hemolytic anemia due to hexokinase deficiency	1	10	HK1
MONDO:0013142	neuropathy, hereditary sensory and autonomic, type 2B	1	10	RETREG1
MONDO:0012528	hypogonadotropic hypogonadism 4 with or without anosmia	1	10	PROK2
MONDO:0013660	arthrogryposis, Perthes disease, and upward gaze palsy	1	10	NEK9
MONDO:0014788	autosomal recessive limb-girdle muscular dystrophy type 2W	1	10	LIMS2
MONDO:0013279	long QT syndrome 13	1	10	KCNJ5
MONDO:0017233	familial Alzheimer-like prion disease	1	10	PRNP
MONDO:0014912	infantile-onset periodic fever-panniculitis-dermatosis syndrome	1	10	OTULIN
MONDO:0014984	lung disease, immunodeficiency, and chromosome breakage syndrome;	1	10	NSMCE3
MONDO:0010444	X-linked dyserythropoetic anemia with abnormal platelets and neutropenia	1	10	GATA1
MONDO:0012999	guanidinoacetate methyltransferase deficiency	1	10	GAMT
MONDO:0018244	obesity due to SIM1 deficiency	1	10	SIM1
MONDO:0011810	horizontal gaze palsy with progressive scoliosis	1	10	ROBO3
MONDO:0008195	paramyotonia congenita of von Eulenburg	1	10	SCN4A
MONDO:0013044	atypical hemolytic-uremic syndrome with thrombomodulin anomaly	1	10	THBD
MONDO:0014584	congenital myasthenic syndrome 3B	1	10	CHRND
MONDO:0013896	Joubert syndrome 18	1	10	TCTN3
MONDO:0017945	ABetaL34V amyloidosis	1	10	APP
MONDO:0010873	band heterotopia of brain	1	10	EML1
MONDO:0007568	aortic aneurysm, familial thoracic 4	1	10	MYH11
MONDO:0033361	epileptic encephalopathy, early infantile, 52	1	10	SCN1B
MONDO:0012417	heart-hand syndrome, Slovenian type	1	10	LMNA
MONDO:0011735	hyper-IgM syndrome type 3	1	10	CD40
MONDO:0013041	atypical hemolytic-uremic syndrome with I factor anomaly	1	10	CFI
MONDO:0014178	inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 2	1	10	HNRNPA2B1
MONDO:0007979	metachondromatosis	1	10	PTPN11
MONDO:0010964	epiphyseal dysplasia, multiple, 3	1	10	COL9A3
MONDO:0014084	ataxia with oculomotor apraxia type 3	1	10	PIK3R5
MONDO:0014082	cryptosporidiosis-chronic cholangitis-liver disease syndrome	1	10	IL21R
MONDO:0009704	carnitine palmitoyl transferase II deficiency, myopathic form	1	10	CPT2
MONDO:0013043	atypical hemolytic-uremic syndrome with C3 anomaly	1	10	C3
MONDO:0019113	benign paroxysmal torticollis of infancy	1	10	CACNA1A
MONDO:0013172	polymicrogyria with optic nerve hypoplasia	1	10	TUBA8
MONDO:0010216	xeroderma pigmentosum group G	1	10	ERCC5
MONDO:0020522	Ehlers-Danlos syndrome type 7B	1	10	COL1A2
MONDO:0008603	trigonocephaly 1	1	10	FGFR1
MONDO:0013040	atypical hemolytic-uremic syndrome with MCP/CD46 anomaly	1	10	CD46
MONDO:0010496	X-linked intellectual disability-short stature-overweight syndrome	1	10	THOC2
MONDO:0011901	Charcot-Marie-tooth disease axonal type 2H	1	10	GDAP1
MONDO:0014886	severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome	1	9	PUS3
MONDO:0012394	multiple synostoses syndrome 2	1	9	GDF5
MONDO:0008592	tricho-dento-osseous syndrome	1	9	DLX3
MONDO:0014166	paroxysmal nocturnal hemoglobinuria 2	1	9	PIGT
MONDO:0012464	cone-rod dystrophy 10	1	9	SEMA4A
MONDO:0011752	nephronophthisis 4	1	9	NPHP4
MONDO:0014511	Charcot-Marie-tooth disease axonal type 2S	1	9	IGHMBP2
MONDO:0012205	autosomal dominant striatal neurodegeneration type 1	1	9	PDE8B
MONDO:0011756	Senior-Loken syndrome 4	1	9	NPHP4
MONDO:0007954	May-Hegglin anomaly	1	9	MYH9
MONDO:0009368	urofacial syndrome type 1	1	9	HPSE2
MONDO:0009676	autosomal recessive limb-girdle muscular dystrophy type 2B	1	9	DYSF
MONDO:0014737	dehydrated hereditary stomatocytosis 2; DHS2	1	9	KCNN4
MONDO:0015015	congenital bile acid synthesis defect 6	1	9	ACOX2
MONDO:0009437	Bamforth-Lazarus syndrome	1	9	FOXE1
MONDO:0014190	combined oxidative phosphorylation defect type 17	1	9	ELAC2
MONDO:0014382	tall stature-intellectual disability-facial dysmorphism syndrome	1	9	DNMT3A
MONDO:0012475	cone dystrophy with supernormal rod response	1	9	KCNV2
MONDO:0010349	ovarian dysgenesis 2	1	9	BMP15
MONDO:0013161	autosomal recessive limb-girdle muscular dystrophy type 2O	1	9	POMGNT1
MONDO:0011132	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	1	9	FOXN1
MONDO:0044326	developmental delay and seizures with or without movement abnormalities	1	9	DHDDS
MONDO:0014481	inflammatory skin and bowel disease, neonatal, 2	1	9	EGFR
MONDO:0010269	Coats disease	1	9	NDP
MONDO:0013620	congenital myasthenic syndrome 16	1	9	SCN4A
MONDO:0010832	Bardet-Biedl syndrome 3	1	9	ARL6
MONDO:0014889	striatonigral degeneration, childhood-onset; SNDC	1	9	VAC14
MONDO:0010489	intellectual disability, X-linked 101	1	9	MID2
MONDO:0010820	autosomal recessive juvenile Parkinson disease 2	1	9	PRKN
MONDO:0012245	epileptic encephalopathy, early infantile, 3	1	9	SLC25A22
MONDO:0007223	brachydactyly type E1	1	9	HOXD13
MONDO:0011169	keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	1	9	POMP
MONDO:0019314	cutaneous mastocytoma	1	9	KIT
MONDO:0014409	intellectual disability, autosomal recessive 44	1	9	METTL23
MONDO:0024465	surfactant metabolism dysfunction, pulmonary, 2	1	9	SFTPC
MONDO:0010649	isolated congenital megalocornea	1	9	CHRDL1
MONDO:0014276	combined immunodeficiency due to CD3gamma deficiency	1	9	CD3G
MONDO:0013911	hypogonadotropic hypogonadism 9 with or without anosmia	1	9	NSMF
MONDO:0013874	glucocorticoid deficiency 4	1	9	NNT
MONDO:0013764	Joubert syndrome 16	1	9	TMEM138
MONDO:0013801	epileptic encephalopathy, early infantile, 13	1	9	SCN8A
MONDO:0024507	aniridia 1	1	9	PAX6
MONDO:0013811	combined oxidative phosphorylation defect type 9	1	9	MRPL3
MONDO:0024555	megalencephalic leukoencephalopathy with subcortical cysts 1	1	9	MLC1
MONDO:0012979	primary ciliary dyskinesia 12	1	9	RSPH9
MONDO:0014383	myopathy, tubular aggregate, 2	1	9	ORAI1
MONDO:0012289	myofibrillar myopathy 5	1	9	FLNC
MONDO:0009869	isolated Pierre-Robin syndrome	1	9	SOX9
MONDO:0014175	mitochondrial DNA depletion syndrome 12	1	9	SLC25A4
MONDO:0012237	nemaline myopathy 6	1	9	KBTBD13
MONDO:0013585	hydrolethalus syndrome 2	1	9	KIF7
MONDO:0013982	ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant	1	9	EDARADD
MONDO:0011456	nephronophthisis 3	1	9	NPHP3
MONDO:0007552	pretibial dystrophic epidermolysis bullosa	1	9	COL7A1
MONDO:0013895	Adams-Oliver syndrome 3	1	9	RBPJ
MONDO:0010985	FAME1	1	9	SAMD12
MONDO:0011423	autosomal recessive limb-girdle muscular dystrophy type 2E	1	9	SGCB
MONDO:0007813	ichthyosis bullosa of Siemens	1	9	KRT2
MONDO:0014750	primary ciliary dyskinesia 33	1	9	GAS8
MONDO:0010566	X-linked cone-rod dystrophy 1	1	9	RPGR
MONDO:0008493	overhydrated hereditary stomatocytosis	1	9	RHAG
MONDO:0011121	paragangliomas 2	1	9	SDHAF2
MONDO:0013056	epileptic encephalopathy with global cerebral demyelination	1	9	SLC25A12
MONDO:0008316	thrombophilia due to protein C deficiency, autosomal dominant	1	9	PROC
MONDO:0011971	hyper-IgM syndrome type 5	1	9	UNG
MONDO:0014170	complex cortical dysplasia with other brain malformations 3	1	9	KIF2A
MONDO:0008024	neuronopathy, distal hereditary motor, type 7A	1	9	SLC5A7
MONDO:0007297	ADan amyloidosis	1	9	ITM2B
MONDO:0018577	pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	1	9	GGCX
MONDO:0011546	heterotaxy, visceral, 2, autosomal	1	9	CFC1
MONDO:0014720	autosomal dominant optic atrophy plus syndrome	1	9	OPA1
MONDO:0014128	craniosynostosis 3	1	9	TCF12
MONDO:0014305	hereditary spastic paraplegia 63	1	9	AMPD2
MONDO:0014798	brachydactyly type A1D	1	9	BMPR1B
MONDO:0014580	intellectual disability, autosomal dominant 33	1	9	DPP6
MONDO:0013904	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 8	1	9	POMGNT2
HGNC:1318	C3	1	9	C3
MONDO:0010071	Spondyloenchondrodysplasia	1	9	ACP5
MONDO:0018971	isolated oxycephaly	1	9	ZIC1
MONDO:0014932	orofaciodigital syndrome XV	1	9	KIAA0753
MONDO:0013628	hyperphosphatasia with intellectual disability syndrome 3	1	9	PGAP2
MONDO:0010844	epiphyseal dysplasia, multiple, 2	1	9	COL9A2
MONDO:0014701	spondyloepiphyseal dysplasia, Stanescu type	1	9	COL2A1
MONDO:0011523	Bardet-Biedl syndrome 6	1	9	MKKS
MONDO:0010338	X-linked distal spinal muscular atrophy type 3	1	9	ATP7A
MONDO:0014654	Ullrich congenital muscular dystrophy 2	1	9	COL12A1
MONDO:0011772	B4GALT1-CDG	1	9	B4GALT1
MONDO:0007794	hypogonadotropic hypogonadism 7 with or without anosmia	1	9	GNRHR
